,activation_code,total_time_spent,NPS_repgrid,NPS_identity,age,num_kids,stress_score,gender,marital_status,rep_grid_elements_id,stressful_situation_rating,rep_grid_matrix,interesting_rating_repgrid_output1,learnt_score_repgrid_output1,interesting_rating_repgrid_output2,learnt_score_repgrid_output2,do_you_want_to_improve_output2,interesting_rating_repgrid_output3,learnt_score_repgrid_output3,do_you_want_to_improve_output3,interesting_rating_repgrid_output4,learnt_score_repgrid_output4,do_you_want_to_improve_output4,feeling_repgrid_activity,comments_repgrid_activity,core_identity,middle_identity,outer_identity,learnt_score_identity_activity,interesting_score_identity_activity,feeling_identity_activity,comments_identity_activity,identity_consistency_score,cumulative_time_per_page,repgrid_output1_constructs,repgrid_output1_elements,repgrid_output4,repgrid_output2,repgrid_output3_good_constructs,repgrid_output3_bad_constructs,repgrid_output3_bad_elements,gender_int,marital_int,rep_grid_matrix_median_current_self,rep_grid_matrix_median_ideal_self,repgrid_max_succesful,repgrid_max_caring,repgrid_max_selfish,repgrid_max_friendly,repgrid_max_talkative,repgrid_max_fun,repgrid_max_docile,repgrid_max_understanding,repgrid_max_motivated,repgrid_max_confident,repgrid_min_succesful,repgrid_min_caring,repgrid_min_selfish,repgrid_min_friendly,repgrid_min_talkative,repgrid_min_fun,repgrid_min_docile,repgrid_min_understanding,repgrid_min_motivated,repgrid_min_confident,repgrid_median_succesful,repgrid_median_caring,repgrid_median_selfish,repgrid_median_friendly,repgrid_median_talkative,repgrid_median_fun,repgrid_median_docile,repgrid_median_understanding,repgrid_median_motivated,repgrid_median_confident,repgrid_sum_confident,repgrid_sum_succesful,repgrid_sum_caring,repgrid_sum_selfish,repgrid_sum_friendly,repgrid_sum_talkative,repgrid_sum_fun,repgrid_sum_docile,repgrid_sum_understanding,repgrid_sum_motivated,repgrid_std_succesful,repgrid_std_caring,repgrid_std_selfish,repgrid_std_friendly,repgrid_std_talkative,repgrid_std_fun,repgrid_std_docile,repgrid_std_understanding,repgrid_std_motivated,repgrid_std_confident,sum_stressful_situations,selfesteem,satisfaction
79,oFbMY2ok ,16,9,9,44,0,19,Female,Single,"[0, 1, 8, 13, 6, 10]","[2, 1, 3, 3, 3, 3, 2, 2, 2, 2, 0, 0, 1, 2, 1, 3]","[array([5, 7, 5, 2, 2, 6]), array([6, 7, 6, 1, 1, 6]), array([5, 5, 6, 2, 1, 6]), array([5, 5, 6, 2, 2, 6]), array([5, 5, 7, 2, 3, 7]), array([6, 7, 6, 1, 2, 7]), array([3, 4, 4, 1, 1, 4]), array([5, 7, 5, 1, 1, 6]), array([4, 6, 5, 1, 1, 5]), array([4, 7, 5, 1, 1, 6])]",Agree,Agree,Agree,Agree,Yes,Agree,Agree,Yes,Agree,Agree,Yes,Better,I think how you are feeling say after a good day or bad day does affect how you interact and see yourself ,"['teamplayer', 'helpful', 'thoughtful']","['delayed', 'spontaneous', 'cluttered', 'independent', 'unhelpful']","['delayed', 'independent', 'serious', 'compromising', 'cluttered', 'unhelpful', 'fastpaced', 'conservative', 'spontaneous', 'hardworking', 'influential']",Agree,Agree,Same,No further comments},4.006172839506173,"[0.0, 0.06666666666666667, 0.21666666666666667, 0.3, 1.1333333333333333, 1.25, 2.55, 2.6166666666666667, 2.8666666666666667, 3.6, 3.7333333333333334, 4.083333333333333, 4.45, 4.85, 5.216666666666667, 5.616666666666666, 5.95, 6.616666666666666, 6.9, 7.516666666666667, 7.733333333333333, 7.766666666666667, 8.15, 8.35, 8.666666666666666, 8.866666666666667, 9.333333333333334, 9.383333333333333, 9.416666666666666, 10.05, 10.416666666666666, 10.766666666666667, 10.783333333333333]","['unfriendly / friendly', 'unsuccessful / successful']","[10, 0]",0.5235673853646193,0.0908787215781116,"['unsuccessful / successful', 'not understanding / understanding', 'unambitious / motivated', 'not confident / confident']","['uncaring / caring', 'selfish / generous', 'unfriendly / friendly', 'quiet / talkative', 'boring / fun', 'stubborn / docile']","[13, 6, 8, 10]",1,1,5.0,6.5,7,7,6,6,7,7,4,7,6,7,2,1,1,2,2,1,1,1,1,1,5.0,6.0,5.0,5.0,5.0,6.0,3.5,5.0,4.5,4.5,24,27,27,25,26,29,29,17,25,22,1.8929694486000912,2.5,1.9507833184532708,1.699673171197595,1.863389981249825,2.4094720491334933,1.3437096247164249,2.3392781412697,1.9720265943665387,2.309401076758503,30,0,1
80,yeG6eZ4T ,10,7,7,32,0,23,Female,Single,"[0, 1, 9, 12, 13, 2]","[2, 1, 3, 2, 2, 2, 2, 1, 2, 1, 1, 1, 1, 2, 2, 3]","[array([1, 7, 3, 5, 3, 2]), array([2, 5, 5, 5, 5, 5]), array([4, 6, 4, 5, 4, 5]), array([5, 6, 5, 6, 5, 5]), array([1, 7, 5, 6, 5, 6]), array([1, 7, 3, 5, 5, 5]), array([3, 2, 3, 3, 4, 5]), array([5, 5, 5, 5, 5, 5]), array([1, 6, 5, 6, 3, 4]), array([1, 7, 4, 6, 5, 5])]",Agree,Agree,Agree,Agree,Yes,Agree,Agree,Yes,Agree,Agree,Yes,Same,No,"['independent', 'opinionated', 'helpful']","['organised', 'unhelpful', 'teamplayer', 'playful', 'compromising']","['punctual', 'organised', 'teamplayer', 'playful', 'compromising', 'unhelpful', 'following', 'fastpaced', 'conservative', 'spontaneous', 'lazy']",Agree,Agree,Same,No},2.1666666666666665,"[0.0, 0.05, 0.18333333333333332, 0.4, 1.3166666666666667, 1.3666666666666667, 2.8, 2.8666666666666667, 3.2, 3.533333333333333, 3.933333333333333, 4.45, 4.9, 5.283333333333333, 5.566666666666666, 5.866666666666666, 6.183333333333334, 6.6, 6.95, 7.266666666666667, 7.55, 7.566666666666666, 8.0, 8.216666666666667, 8.966666666666667, 9.216666666666667, 10.566666666666666, 10.6, 10.933333333333334, 11.4, 11.95, 12.4, 12.45]","['unsuccessful / successful', 'quiet / talkative']","[2, 12]",-0.42714107148516506,0.0771693449023921,"['unsuccessful / successful', 'uncaring / caring', 'selfish / generous', 'quiet / talkative', 'boring / fun', 'unambitious / motivated', 'not confident / confident']",['stubborn / docile'],"[13, 2]",1,1,1.5,6.0,7,5,6,6,7,7,5,5,6,7,1,2,4,5,1,1,2,5,1,1,3.0,5.0,4.5,5.0,5.5,5.0,3.0,5.0,4.5,5.0,28,21,27,28,32,30,26,20,30,25,1.9790570145063195,1.118033988749895,0.7453559924999298,0.4714045207910317,1.9148542155126762,1.885618083164127,0.9428090415820634,0.0,1.7716909687891083,1.8856180831641267,28,0,1
81,fbUC2Gky ,19,10,10,36,0,26,Female,Single,"[0, 1, 5, 8, 13, 12]","[1, 3, 3, 2, 2, 3, 2, 1, 3, 2, 1, 1, 3, 3, 1, 3]","[array([5, 7, 3, 4, 5, 4]), array([4, 6, 2, 1, 5, 7]), array([6, 6, 1, 3, 4, 4]), array([4, 6, 2, 3, 5, 5]), array([5, 6, 1, 7, 6, 6]), array([3, 6, 1, 2, 4, 4]), array([3, 5, 1, 6, 5, 6]), array([6, 7, 1, 3, 6, 6]), array([5, 7, 1, 3, 4, 4]), array([3, 6, 5, 3, 6, 4])]",Strongly agree,Agree,Strongly agree,Agree,Yes,Strongly agree,Strongly agree,Yes,Strongly agree,Strongly agree,Yes,Worse,I think the grid highlighted some things that I maybe knew deep down but didn't want to acknowledge,"['thoughtful', 'opinionated', 'helpful']","['independent', 'spontaneous', 'compromising', 'unhelpful', 'following']","['punctual', 'organised', 'independent', 'serious', 'compromising', 'unhelpful', 'following', 'fastpaced', 'conservative', 'spontaneous', 'lazy']",Agree,Agree,Same,I would agree with the questionnaire,2.814814814814815,"[0.0, 0.05, 5.5, 5.533333333333333, 8.05, 8.15, 16.1, 16.15, 16.683333333333334, 18.05, 18.233333333333334, 18.95, 31.516666666666666, 34.61666666666667, 35.516666666666666, 36.016666666666666, 36.55, 41.25, 44.25, 44.916666666666664, 45.46666666666667, 45.5, 46.166666666666664, 46.81666666666667, 47.7, 48.06666666666667, 52.8, 52.833333333333336, 52.86666666666667, 54.7, 56.56666666666667, 56.916666666666664, 57.016666666666666]","['boring / fun', 'quiet / talkative']","[12, 0]",0.6286185570937121,0.016305971951487197,"['unsuccessful / successful', 'uncaring / caring', 'unfriendly / friendly', 'boring / fun', 'stubborn / docile', 'not confident / confident']","['selfish / generous', 'quiet / talkative', 'not understanding / understanding']","[5, 8, 13, 12]",1,1,4.5,6.0,7,7,6,6,7,6,6,7,7,6,3,1,1,2,1,1,1,1,1,3,4.5,4.5,4.0,4.5,6.0,3.5,5.0,6.0,4.0,4.5,27,28,25,24,25,31,20,26,29,24,1.247219128924647,2.1147629234082532,1.7320508075688772,1.3437096247164249,1.9507833184532708,1.5986105077709065,1.7950549357115013,2.1147629234082532,1.8257418583505538,1.2583057392117916,34,0,1
82,xFT9IkX3 ,42,3,3,25,0,23,Female,Single,"[0, 1, 6, 11, 13, 9]","[2, 0, 1, 1, 0, 1, 2, 0, 1, 2, 1, 0, 2, 2, 2, 3]","[array([4, 7, 7, 7, 3, 5]), array([5, 4, 7, 7, 6, 7]), array([5, 7, 6, 7, 3, 6]), array([6, 6, 7, 6, 5, 7]), array([5, 5, 7, 7, 6, 7]), array([5, 5, 7, 6, 2, 7]), array([6, 4, 7, 7, 2, 7]), array([5, 5, 6, 6, 4, 7]), array([6, 7, 7, 7, 7, 7]), array([6, 7, 7, 7, 6, 7])]",Disagree,Disagree,Agree,Agree,Yes,Agree,Agree,Yes,Agree,Disagree,Yes,Same,,"['playful', 'opinionated', 'helpful']","['cluttered', 'compromising', 'unhelpful', 'serious', 'thoughtful']","['punctual', 'cluttered', 'teamplayer', 'serious', 'compromising', 'unhelpful', 'following', 'fastpaced', 'liberal', 'thoughtful', 'hardworking']",Disagree,Agree,Better,Agree with results},1.5,"[0.0, 0.1, 0.23333333333333334, 0.3, 1.15, 1.2166666666666666, 2.4166666666666665, 2.4833333333333334, 2.8666666666666667, 3.4833333333333334, 3.7, 4.166666666666667, 4.466666666666667, 4.883333333333334, 5.066666666666666, 5.283333333333333, 5.566666666666666, 5.833333333333333, 6.1, 6.3, 6.433333333333334, 6.466666666666667, 7.066666666666666, 7.3, 7.8, 7.983333333333333, 8.216666666666667, 8.233333333333333, 8.35, 8.716666666666667, 9.266666666666667, 9.55, 9.583333333333334]","['selfish / generous', 'quiet / talkative']","[13, 9]",-0.013152203359467424,-0.049479599893188536,"['unsuccessful / successful', 'selfish / generous', 'stubborn / docile']","['uncaring / caring', 'quiet / talkative', 'boring / fun', 'not understanding / understanding']","[6, 11, 13, 9]",1,1,5.0,5.5,7,7,7,7,7,7,7,7,7,7,3,4,3,5,5,2,2,4,6,6,6.0,6.5,6.0,6.0,6.5,5.5,6.5,5.5,7.0,7.0,40,33,36,34,37,37,32,33,33,41,1.6072751268321592,1.1547005383792515,1.3743685418725535,0.6871842709362768,0.8975274678557507,1.699673171197595,1.8929694486000912,0.9574271077563381,0.372677996249965,0.4714045207910317,20,0,0
83,Vdqb635d ,17,8,9,31,0,15,Male,Single,"[0, 1, 3, 11, 7, 8]","[3, 2, 3, 2, 2, 0, 3, 2, 3, 3, 1, 1, 3, 2, 2, 3]","[array([4, 6, 4, 2, 1, 2]), array([5, 7, 7, 5, 3, 4]), array([5, 7, 4, 5, 3, 2]), array([5, 5, 2, 1, 2, 4]), array([4, 4, 3, 3, 2, 2]), array([4, 4, 1, 1, 2, 3]), array([2, 3, 2, 1, 1, 1]), array([6, 7, 2, 4, 4, 5]), array([5, 6, 5, 3, 2, 5]), array([5, 5, 3, 2, 1, 2])]",Strongly agree,Strongly agree,Agree,Agree,Yes,Agree,Agree,Yes,Agree,Agree,No,Better,I have never really thought about myself in this way so this exercise provided some really interesting insights.,"['organised', 'independent', 'helpful']","['delayed', 'unhelpful', 'cluttered', 'teamplayer', 'conservative']","['delayed', 'cluttered', 'teamplayer', 'serious', 'compromising', 'unhelpful', 'following', 'fastpaced', 'conservative', 'spontaneous', 'lazy']",Strongly agree,Strongly agree,Better,Really interesting and useful.},1.9351851851851851,"[0.0, 0.15, 0.4, 0.6, 2.3833333333333333, 2.433333333333333, 6.25, 6.366666666666666, 6.383333333333334, 7.633333333333334, 8.9, 9.516666666666667, 10.25, 12.2, 12.4, 13.216666666666667, 13.55, 14.316666666666666, 14.483333333333333, 15.4, 15.85, 15.95, 16.35, 16.85, 17.2, 17.5, 17.983333333333334, 18.066666666666666, 18.116666666666667, 18.55, 19.25, 19.716666666666665, 19.733333333333334]","['unfriendly / friendly', 'boring / fun']","[0, 11]",0.791387386719812,0.6846339190854824,"['uncaring / caring', 'selfish / generous']","['unfriendly / friendly', 'quiet / talkative', 'boring / fun', 'stubborn / docile', 'not understanding / understanding', 'unambitious / motivated', 'not confident / confident']","[3, 11, 7, 8]",2,1,5.0,5.5,6,7,7,5,4,4,3,7,6,5,1,3,2,1,2,1,1,2,2,1,3.0,5.0,4.5,3.0,3.0,2.5,1.5,4.5,5.0,2.5,18,19,31,26,19,18,15,10,28,26,1.674979270186815,1.4624940645653537,1.5986105077709065,1.5723301886761007,0.816496580927726,1.2583057392117916,0.74535599249993,1.5986105077709065,1.3743685418725535,1.5275252316519468,35,1,1
84,zi9EVghz ,14,10,10,27,0,11,Male,Single,"[0, 1, 11, 13, 12, 10]","[1, 0, 1, 1, 0, 1, 2, 0, 1, 1, 0, 0, 0, 1, 0, 0]","[array([4, 7, 5, 5, 5, 4]), array([7, 7, 5, 7, 6, 5]), array([7, 7, 5, 6, 6, 5]), array([7, 7, 7, 6, 7, 6]), array([5, 5, 6, 2, 6, 6]), array([5, 7, 5, 2, 4, 5]), array([7, 3, 3, 2, 6, 5]), array([7, 7, 6, 7, 7, 6]), array([7, 7, 6, 7, 5, 6]), array([5, 7, 6, 6, 6, 5])]",Strongly agree,Agree,Strongly agree,Agree,Yes,Strongly agree,Agree,Yes,Strongly agree,Strongly agree,Yes,Better,More constructive feedback would be appreciated.,"['influential', 'liberal', 'thoughtful']","['conservative', 'teamplayer', 'spontaneous', 'following', 'compromising']","['delayed', 'organised', 'teamplayer', 'serious', 'compromising', 'unhelpful', 'following', 'slowpaced', 'conservative', 'spontaneous', 'hardworking']",Agree,Strongly agree,Better,Na},1.1759259259259258,"[0.0, 0.08333333333333333, 0.23333333333333334, 0.4166666666666667, 1.85, 1.9333333333333333, 4.133333333333334, 4.2, 4.333333333333333, 5.066666666666666, 5.35, 5.966666666666667, 6.383333333333334, 6.933333333333334, 7.366666666666666, 7.75, 8.216666666666667, 8.783333333333333, 9.3, 9.866666666666667, 10.133333333333333, 10.25, 11.316666666666666, 11.616666666666667, 12.1, 12.466666666666667, 13.366666666666667, 13.416666666666666, 13.65, 14.4, 14.966666666666667, 15.25, 15.333333333333334]","['uncaring / caring', 'quiet / talkative']","[11, 1]",-0.09625233113937376,0.22018165841705528,"['unsuccessful / successful', 'boring / fun', 'stubborn / docile', 'not confident / confident']","['uncaring / caring', 'selfish / generous', 'quiet / talkative', 'unambitious / motivated']","[11, 10, 13, 12]",2,1,7.0,7.0,7,7,7,7,6,7,7,7,7,7,4,5,5,6,2,2,2,6,5,5,5.0,6.5,6.0,7.0,5.5,5.0,4.0,7.0,6.5,6.0,35,30,37,36,40,30,28,26,40,38,1.0,0.8975274678557507,0.816496580927726,0.4714045207910317,1.4142135623730951,1.4907119849998596,1.7950549357115013,0.4714045207910317,0.7453559924999298,0.6871842709362768,9,0,1
85,5LfucSqu ,18,9,7,29,0,26,Male,Single,"[0, 1, 12, 9, 13, 11]","[3, 2, 3, 3, 2, 3, 2, 1, 3, 3, 1, 3, 0, 1, 2, 2]","[array([5, 7, 6, 3, 5, 6]), array([6, 7, 6, 3, 6, 6]), array([7, 7, 6, 4, 6, 6]), array([7, 7, 7, 4, 6, 6]), array([6, 7, 6, 2, 6, 6]), array([7, 7, 7, 2, 6, 7]), array([6, 4, 3, 4, 6, 5]), array([6, 7, 6, 3, 6, 7]), array([7, 7, 7, 3, 7, 7]), array([5, 7, 6, 3, 6, 6])]",Strongly agree,Agree,Disagree,Disagree,No,Agree,Agree,Yes,Strongly agree,Strongly agree,Yes,Better,Extremely interesting to stop and take a look at how you feel and how you are in certain situations. ,"['hardworking', 'punctual', 'teamplayer']","['delayed', 'lazy', 'independent', 'cluttered', 'following']","['delayed', 'cluttered', 'independent', 'serious', 'compromising', 'unhelpful', 'following', 'slowpaced', 'conservative', 'thoughtful', 'lazy']",Agree,Disagree,Same,I found that the comment about negative feedback to any of these parts identity leads to distress as something quite obvious. },1.8271604938271604,"[0.0, 0.05, 0.21666666666666667, 0.3, 0.9833333333333333, 1.0666666666666667, 2.2, 2.2666666666666666, 2.45, 3.066666666666667, 3.283333333333333, 3.6666666666666665, 3.9833333333333334, 4.366666666666666, 4.7, 4.966666666666667, 5.233333333333333, 5.55, 5.9, 6.216666666666667, 6.416666666666667, 6.466666666666667, 6.7, 6.9, 7.333333333333333, 7.55, 7.683333333333334, 7.716666666666667, 7.9, 8.383333333333333, 8.616666666666667, 8.983333333333333, 9.033333333333333]","['unambitious / motivated', 'unsuccessful / successful']","[0, 1]",0.08908708063747478,0.24801064958159805,"['unsuccessful / successful', 'stubborn / docile', 'not confident / confident']","['uncaring / caring', 'selfish / generous', 'unfriendly / friendly', 'quiet / talkative', 'boring / fun', 'not understanding / understanding', 'unambitious / motivated']",[9],2,1,6.0,7.0,7,7,7,7,7,7,6,7,7,7,3,3,4,4,2,2,3,3,3,3,5.5,6.0,6.0,6.5,6.0,7.0,4.5,6.0,7.0,6.0,33,32,34,36,37,33,36,28,35,38,1.247219128924647,1.247219128924647,1.0,1.0671873729054748,1.6072751268321592,1.8257418583505538,1.1055415967851332,1.343709624716425,1.4907119849998596,1.2583057392117916,34,0,1
86,A1aqsQDB ,21,8,5,36,0,22,Female,Single,"[0, 1, 5, 2, 4, 3, 7]","[1, 0, 1, 0, 0, 1, 1, 0, 1, 3, 1, 2, 0, 3, 1, 3]","[array([4, 7, 4, 4, 3, 3]), array([3, 6, 7, 6, 6, 5]), array([5, 5, 5, 7, 6, 6]), array([5, 5, 3, 5, 7, 4]), array([4, 2, 3, 3, 3, 6]), array([2, 1, 2, 2, 1, 4]), array([5, 4, 5, 5, 4, 4]), array([3, 4, 5, 4, 4, 5]), array([4, 5, 4, 5, 4, 4]), array([5, 4, 4, 5, 4, 5])]",Agree,Agree,Agree,Disagree,Yes,Agree,Agree,Yes,Strongly agree,Strongly agree,Yes,Better,Would like guidance on practical ways to improve ,"['hardworking', 'conservative', 'helpful']","['delayed', 'cluttered', 'unhelpful', 'lazy', 'liberal']","['delayed', 'cluttered', 'teamplayer', 'playful', 'opinionated', 'unhelpful', 'influential', 'fastpaced', 'liberal', 'spontaneous', 'lazy']",Strongly Disagree,Strongly Disagree,Same,Not what I expected },0.8456790123456791,"[0.0, 0.2, 0.38333333333333336, 0.5833333333333334, 1.7666666666666666, 1.8333333333333333, 3.75, 3.8333333333333335, 4.15, 5.283333333333333, 5.583333333333333, 6.066666666666666, 7.266666666666667, 7.95, 8.3, 8.783333333333333, 9.116666666666667, 9.6, 9.95, 10.25, 10.55, 10.6, 11.35, 11.733333333333333, 12.2, 12.533333333333333, 13.4, 13.466666666666667, 13.75, 14.3, 15.1, 15.483333333333333, 15.516666666666667]","['uncaring / caring', 'not confident / confident']","[3, 1]",0.3579299917631361,0.3810836393906748,"['uncaring / caring', 'quiet / talkative']","['selfish / generous', 'unfriendly / friendly', 'boring / fun', 'not understanding / understanding']","[2, 5, 4, 3]",1,1,4.0,4.5,7,7,7,7,6,4,5,5,5,5,3,3,5,3,2,1,4,3,4,4,4.0,6.0,5.5,5.0,3.0,2.0,4.5,4.0,4.0,4.5,27,25,33,34,29,21,12,27,25,26,1.3437096247164253,1.2583057392117916,0.7453559924999298,1.2133516482134197,1.2583057392117916,1.0,0.5,0.6871842709362768,0.4714045207910317,0.5,18,0,1
87,zYI2FSI1 ,14,6,6,35,0,22,Male,Single,"[0, 1, 12, 13, 8, 3]","[1, 0, 1, 0, 0, 1, 1, 0, 2, 2, 1, 1, 2, 1, 0, 1]","[array([5, 7, 5, 4, 4, 5]), array([6, 5, 6, 6, 6, 7]), array([5, 7, 5, 3, 4, 6]), array([5, 7, 5, 3, 6, 6]), array([6, 6, 4, 3, 6, 6]), array([6, 6, 3, 3, 4, 6]), array([4, 4, 3, 3, 5, 4]), array([6, 6, 4, 3, 6, 6]), array([4, 6, 5, 3, 5, 5]), array([5, 6, 4, 4, 6, 6])]",Disagree,Agree,Agree,Agree,Yes,Agree,Agree,Yes,Agree,Disagree,Yes,Same,No,"['punctual', 'organised', 'opinionated']","['conservative', 'compromising', 'delayed', 'cluttered', 'independent']","['delayed', 'cluttered', 'independent', 'playful', 'compromising', 'unhelpful', 'following', 'slowpaced', 'conservative', 'spontaneous', 'hardworking']",Agree,Agree,Same,No},1.2469135802469136,"[0.0, 0.06666666666666667, 0.2, 0.26666666666666666, 1.2333333333333334, 1.8833333333333333, 3.5166666666666666, 3.6, 3.683333333333333, 5.516666666666667, 5.7, 6.183333333333334, 6.583333333333333, 6.916666666666667, 7.216666666666667, 7.65, 7.916666666666667, 8.35, 8.616666666666667, 8.95, 9.316666666666666, 9.4, 9.933333333333334, 10.25, 10.633333333333333, 10.883333333333333, 11.416666666666666, 11.45, 11.533333333333333, 11.966666666666667, 12.583333333333334, 13.016666666666667, 13.05]","['quiet / talkative', 'not understanding / understanding']","[3, 1]",0.1494035761667992,0.06052701152436234,"['unsuccessful / successful', 'selfish / generous', 'unfriendly / friendly', 'unambitious / motivated']","['uncaring / caring', 'quiet / talkative', 'boring / fun', 'not understanding / understanding', 'not confident / confident']","[3, 12, 13, 8]",2,1,5.0,6.0,7,7,7,7,6,6,5,6,6,6,4,5,3,3,3,3,3,3,3,4,5.0,6.0,5.0,5.5,6.0,5.0,4.0,6.0,5.0,5.5,31,30,36,30,32,31,28,23,31,28,1.0,0.5773502691896257,1.2909944487358056,1.247219128924647,1.2133516482134197,1.3743685418725535,0.6871842709362768,1.2133516482134197,0.9428090415820632,0.8975274678557507,14,0,1
88,7zpfkmJA ,15,3,7,40,0,25,Male,Single,"[0, 1, 11, 8, 10, 3]","[2, 1, 3, 3, 2, 2, 2, 2, 3, 2, 1, 1, 2, 2, 1, 1]","[array([2, 5, 4, 1, 2, 1]), array([5, 6, 4, 3, 4, 3]), array([5, 6, 4, 4, 4, 3]), array([3, 5, 2, 2, 3, 2]), array([2, 5, 1, 1, 2, 2]), array([3, 5, 2, 2, 3, 3]), array([3, 4, 3, 3, 4, 3]), array([6, 7, 5, 5, 5, 5]), array([2, 4, 5, 4, 4, 5]), array([1, 5, 2, 2, 1, 1])]",Strongly Disagree,Strongly Disagree,Disagree,Disagree,No,Disagree,Disagree,Yes,Disagree,Disagree,Yes,Same,This could do with some refinement. ,"['liberal', 'thoughtful', 'helpful']","['conservative', 'serious', 'spontaneous', 'unhelpful', 'teamplayer']","['punctual', 'organised', 'teamplayer', 'serious', 'opinionated', 'unhelpful', 'influential', 'fastpaced', 'conservative', 'spontaneous', 'hardworking']",Agree,Agree,Same,This exercise is better (more incisive) than the previous section. },1.2098765432098766,"[0.0, 0.016666666666666666, 0.15, 0.16666666666666666, 0.9333333333333333, 0.9666666666666667, 2.3, 2.3333333333333335, 2.3833333333333333, 3.05, 3.5, 4.416666666666667, 4.983333333333333, 5.4, 5.716666666666667, 6.133333333333334, 6.4, 8.066666666666666, 8.566666666666666, 9.083333333333334, 10.783333333333333, 10.833333333333334, 11.533333333333333, 12.033333333333333, 12.5, 12.783333333333333, 14.0, 14.016666666666667, 14.333333333333334, 14.783333333333333, 15.383333333333333, 16.133333333333333, 16.183333333333334]","['not understanding / understanding', 'selfish / generous']","[3, 0]",0.7914856906935861,0.4160446270218955,"['unfriendly / friendly', 'boring / fun', 'unambitious / motivated']","['uncaring / caring', 'selfish / generous', 'not understanding / understanding']","[11, 8, 10, 3]",2,1,3.0,5.0,5,6,6,5,5,5,4,7,5,5,1,3,3,2,1,2,3,5,2,1,2.0,4.0,4.0,2.5,2.0,3.0,3.0,5.0,4.0,1.5,12,15,25,26,17,13,18,20,33,24,1.5,1.0671873729054746,0.9428090415820632,1.0671873729054748,1.343709624716425,1.0,0.4714045207910317,0.7637626158259734,1.0,1.4142135623730951,30,1,1
89,UYMTPrHk ,14,4,6,39,2,20,Female,Married,"[0, 1, 12, 10, 9, 2]","[3, 2, 3, 3, 3, 3, 0, 2, 3, 2, 2, 2, 3, 1, 3, 2]","[array([5, 7, 4, 6, 3, 6]), array([6, 7, 6, 7, 4, 7]), array([6, 6, 6, 7, 5, 7]), array([6, 6, 6, 6, 4, 6]), array([6, 6, 5, 6, 2, 7]), array([5, 6, 3, 4, 2, 6]), array([3, 6, 2, 4, 3, 3]), array([5, 6, 4, 5, 4, 6]), array([5, 6, 5, 7, 3, 4]), array([5, 6, 6, 7, 1, 6])]",Agree,Agree,Agree,Agree,Yes,Disagree,Disagree,No,Disagree,Disagree,No,Worse,I did not find this a very helpful tool and disagreed with quite a few of the conclusions. ,"['liberal', 'helpful', 'hardworking']","['conservative', 'lazy', 'following', 'unhelpful', 'opinionated']","['punctual', 'organised', 'independent', 'serious', 'opinionated', 'unhelpful', 'following', 'slowpaced', 'conservative', 'thoughtful', 'lazy']",Agree,Agree,Same,N/a},1.7037037037037035,"[0.0, 0.55, 0.75, 1.2, 2.466666666666667, 2.6, 6.266666666666667, 6.316666666666666, 6.883333333333334, 7.916666666666667, 8.616666666666667, 9.666666666666666, 10.166666666666666, 10.733333333333333, 11.1, 11.7, 12.483333333333333, 13.283333333333333, 13.933333333333334, 15.95, 17.15, 17.2, 17.816666666666666, 18.183333333333334, 19.0, 20.05, 21.133333333333333, 21.15, 21.683333333333334, 22.583333333333332, 23.183333333333334, 23.566666666666666, 23.65]","['not confident / confident', 'unsuccessful / successful']","[0, 12]",0.1720618004029213,0.20080112893234212,"['unsuccessful / successful', 'stubborn / docile']","['uncaring / caring', 'unfriendly / friendly', 'quiet / talkative', 'boring / fun', 'not understanding / understanding', 'unambitious / motivated', 'not confident / confident']","[9, 12, 10, 2]",1,2,5.0,6.0,7,7,7,6,7,6,6,6,7,7,3,4,5,4,2,2,2,4,3,1,5.5,6.5,6.0,6.0,6.0,4.5,3.0,5.0,5.0,6.0,31,31,37,37,34,32,26,21,30,30,1.3437096247164249,1.0671873729054748,0.6871842709362768,0.7453559924999298,1.5986105077709065,1.4907119849998596,1.2583057392117916,0.816496580927726,1.2909944487358056,1.9507833184532708,37,0,1
